Rank,Fighter,Current_Rating,Peak_Rating,RD,Volatility,Fights,Wins,Losses,Draws,Weight_Class,Last_Fight
1679,Brandon Melendez,1426.6,1426.6,180.4,0.06,1,0,1,0,Lightweight,"June 23, 2007"
1680,Justin Eilers,1426.4,1626.0,146.6,0.06,4,1,3,0,Heavyweight,"February 04, 2006"
1681,Brok Weaver,1426.2,1555.0,151.5,0.06,3,1,2,0,Other,"September 12, 2020"
1682,Alibi Idiris,1426.2,1426.2,161.1,0.06,2,0,1,1,Flyweight,"February 21, 2026"
1683,Ian Entwistle,1426.0,1505.8,156.8,0.06,3,1,2,0,Bantamweight,"April 10, 2016"
1684,Robelis Despaigne,1426.0,1560.1,150.4,0.06,3,1,2,0,Heavyweight,"October 19, 2024"
1685,Wagner Prado,1425.9,1552.7,156.1,0.06,3,0,2,1,Heavyweight,"January 19, 2013"
1686,Mitch Raposo,1425.9,1434.9,152.0,0.06,3,1,2,0,Flyweight,"October 25, 2025"
1687,Gasan Umalatov,1425.8,1512.5,146.4,0.06,4,1,3,0,Welterweight,"November 07, 2015"
1688,Sheldon Westcott,1425.8,1425.8,152.5,0.06,3,1,2,0,Welterweight,"January 02, 2016"
1689,Nissen Osterneck,1425.7,1425.7,176.2,0.06,1,0,1,0,Middleweight,"April 01, 2009"
1690,Jared Gooden,1425.7,1462.6,126.5,0.06,7,2,5,0,Welterweight,"October 12, 2024"
1691,Jessica-Rose Clark,1425.6,1638.5,119.0,0.06,9,4,5,0,Women's Bantamweight,"May 13, 2023"
1692,Neil Wain,1425.5,1425.5,180.6,0.06,1,0,1,0,Heavyweight,"October 18, 2008"
1693,Sean O'Connell,1425.5,1541.5,122.0,0.06,7,2,5,0,Heavyweight,"December 09, 2016"
1694,SeungWoo Choi,1425.3,1559.3,106.1,0.06,11,4,7,0,Featherweight,"March 15, 2025"
1695,Ashlee Evans-Smith,1425.2,1566.4,132.1,0.06,9,3,6,0,Women's Bantamweight,"July 15, 2023"
1696,Rudyard Moncayo,1425.1,1425.1,179.6,0.06,1,0,1,0,Other,"July 14, 1995"
1697,Anton Kuivanen,1424.8,1475.8,153.4,0.06,3,1,2,0,Lightweight,"February 23, 2013"
1698,Jens Pulver,1424.7,1783.8,131.4,0.06,9,6,2,1,Lightweight,"June 23, 2007"
1699,Luke Zachrich,1424.7,1498.7,153.3,0.06,3,1,2,0,Middleweight,"November 07, 2014"
1700,John Allan,1424.7,1505.9,157.1,0.06,3,0,2,1,Heavyweight,"November 06, 2021"
1701,Erik Silva,1424.7,1424.7,162.6,0.06,3,0,2,1,Featherweight,"February 28, 2026"
1702,Jesse Bongfeldt,1424.5,1487.7,165.1,0.06,2,0,1,1,Middleweight,"June 11, 2011"
1703,Joe Charles,1424.3,1439.8,175.2,0.06,2,0,2,0,Heavyweight,"December 21, 1997"
1704,Cyril Asker,1424.3,1469.6,135.1,0.06,5,2,3,0,Heavyweight,"February 10, 2018"
1705,Cindy Dandois,1424.2,1424.2,177.1,0.06,1,0,1,0,Women's Bantamweight,"April 22, 2017"
1706,Sasha Palatnikov,1424.2,1590.6,153.7,0.06,3,1,2,0,Welterweight,"August 21, 2021"
1707,Chris Barnett,1424.2,1503.8,130.4,0.06,6,2,4,0,Heavyweight,"October 25, 2025"
1708,Cal Worsham,1424.1,1478.9,154.3,0.06,3,1,2,0,Other,"December 07, 1996"
1709,Jesse Lennox,1424.0,1570.9,151.7,0.06,3,1,2,0,Welterweight,"June 12, 2010"
1710,Jason Gonzalez,1424.0,1486.0,148.8,0.06,4,1,3,0,Lightweight,"April 27, 2019"
1711,Sean McCorkle,1423.9,1602.4,151.5,0.06,3,1,2,0,Heavyweight,"March 26, 2011"
1712,Dylan Andrews,1423.9,1647.5,136.9,0.06,5,2,3,0,Middleweight,"May 09, 2015"
1713,Luke Fernandez,1423.9,1423.9,177.3,0.06,1,0,1,0,Heavyweight,"March 07, 2026"
1714,Hermes Franca,1423.8,1522.2,114.4,0.06,11,0,5,6,Lightweight,"September 19, 2009"
1715,John Cofer,1423.7,1500.0,165.2,0.06,2,0,1,1,Lightweight,"December 15, 2012"
1716,Kevin Christian,1423.7,1423.7,178.4,0.06,1,0,1,0,Heavyweight,"November 01, 2025"
1717,Pat Healy,1423.5,1562.4,142.2,0.06,6,0,5,1,Lightweight,"July 16, 2014"
1718,Eddie Ruiz,1423.4,1423.4,177.5,0.06,1,0,1,0,Lightweight,"June 06, 2003"
1719,Felicia Spencer,1423.4,1512.3,133.6,0.06,6,0,3,3,Women's Featherweight,"November 13, 2021"
1720,Richard Walsh,1423.3,1578.8,127.6,0.06,6,2,4,0,Welterweight,"November 26, 2016"
1721,Igor Pokrajac,1423.1,1596.4,111.9,0.06,13,4,8,1,Heavyweight,"April 10, 2016"
1722,Lina Lansberg,1423.1,1538.3,114.4,0.06,11,4,7,0,Women's Bantamweight,"February 18, 2023"
1723,David Mitchell,1423.0,1500.1,142.6,0.06,5,1,4,0,Welterweight,"October 09, 2013"
1724,Quang Le,1422.9,1470.2,144.9,0.06,4,1,3,0,Bantamweight,"September 13, 2025"
1725,Clifford Starks,1422.8,1578.8,155.1,0.06,3,1,2,0,Middleweight,"April 20, 2013"
1726,Houston Alexander,1422.7,1719.3,134.3,0.06,6,2,4,0,Other,"December 05, 2009"
1727,Oskar Piechota,1422.7,1639.6,130.5,0.06,6,2,3,1,Middleweight,"June 20, 2020"
1728,Vince Cachero,1422.5,1422.5,165.4,0.06,2,0,1,1,Bantamweight,"February 27, 2021"
1729,Masio Fullen,1422.4,1567.0,150.2,0.06,3,1,2,0,Featherweight,"January 30, 2016"
1730,Josh Fremd,1422.4,1478.4,127.8,0.06,6,2,4,0,Middleweight,"July 13, 2024"
1731,Homer Moore,1422.1,1422.1,178.7,0.06,1,0,1,0,Heavyweight,"November 02, 2001"
1732,Koji Kitao,1422.0,1422.0,178.4,0.06,1,0,1,0,Other,"May 17, 1996"
1733,John Marsh,1422.0,1422.0,180.3,0.06,1,0,1,0,Heavyweight,"April 16, 2005"
1734,Jordan Vucenic,1422.0,1422.0,162.7,0.06,2,0,1,1,Lightweight,"March 22, 2025"
1735,Aaron Rosa,1421.8,1482.3,151.5,0.06,3,1,2,0,Heavyweight,"March 02, 2012"
1736,Lewis Gonzalez,1421.8,1421.8,177.3,0.06,1,0,1,0,Welterweight,"June 27, 2015"
1737,Xiao Long,1421.7,1494.4,143.6,0.06,4,1,3,0,Bantamweight,"March 07, 2026"
1738,Alex Soto,1421.6,1427.6,164.8,0.06,2,0,1,1,Bantamweight,"May 15, 2012"
1739,Diyar Nurgozhay,1421.5,1421.5,153.5,0.06,3,1,2,0,Heavyweight,"March 07, 2026"
1740,Alex Nicholson,1421.4,1526.6,142.9,0.06,4,1,3,0,Middleweight,"May 28, 2017"
1741,Anshul Jubli,1421.4,1578.8,158.6,0.06,3,1,2,0,Lightweight,"February 08, 2025"
1742,Wallid Ismail,1421.2,1421.2,180.1,0.06,1,0,1,0,Lightweight,"February 07, 1997"
1743,Noe Hernandez,1421.2,1421.2,180.1,0.06,1,0,1,0,Middleweight,"May 15, 1998"
1744,Alex Stiebling,1421.2,1421.2,180.1,0.06,1,0,1,0,Middleweight,"November 17, 2000"
1745,James Zikic,1421.2,1421.2,180.1,0.06,1,0,1,0,Heavyweight,"July 13, 2002"
1746,Romie Aram,1421.2,1421.2,180.1,0.06,1,0,1,0,Welterweight,"April 25, 2003"
1747,Bobby Southworth,1421.2,1421.2,180.1,0.06,1,0,1,0,Heavyweight,"April 09, 2005"
1748,Steve Byrnes,1421.2,1421.2,180.1,0.06,1,0,1,0,Middleweight,"December 13, 2006"
1749,Dan Barrera,1421.2,1421.2,180.1,0.06,1,0,1,0,Welterweight,"December 08, 2007"
1750,Dante Rivera,1421.2,1421.2,180.1,0.06,1,0,1,0,Middleweight,"June 21, 2008"
1751,James Hammortree,1421.2,1421.2,180.1,0.06,1,0,1,0,Middleweight,"June 19, 2010"
1752,Mark Scanlon,1421.2,1421.2,180.1,0.06,1,0,1,0,Welterweight,"November 13, 2010"
1753,Sako Chivitchian,1421.2,1421.2,180.1,0.06,1,0,1,0,Lightweight,"December 04, 2010"
1754,Tyler Toner,1421.2,1421.2,180.1,0.06,1,0,1,0,Featherweight,"December 04, 2010"
1755,Antonio Banuelos,1421.2,1421.2,180.1,0.06,1,0,1,0,Bantamweight,"February 05, 2011"
1756,Ryan McGillivray,1421.2,1421.2,180.1,0.06,1,0,1,0,Welterweight,"June 04, 2011"
1757,Chuck O'Neil,1421.2,1421.2,180.1,0.06,1,0,1,0,Welterweight,"June 04, 2011"
1758,Stephen Bass,1421.2,1421.2,180.1,0.06,1,0,1,0,Featherweight,"December 03, 2011"
1759,Chris Tickle,1421.2,1421.2,180.1,0.06,1,0,1,0,Lightweight,"June 01, 2012"
1760,Brendan Loughnane,1421.2,1421.2,180.1,0.06,1,0,1,0,Lightweight,"December 14, 2012"
1761,Jon Manley,1421.2,1421.2,180.1,0.06,1,0,1,0,Welterweight,"February 23, 2013"
1762,Chris Spang,1421.2,1421.2,180.1,0.06,1,0,1,0,Welterweight,"April 06, 2013"
1763,Collin Hart,1421.2,1421.2,180.1,0.06,1,0,1,0,Middleweight,"April 13, 2013"
1764,Roger Gracie,1421.2,1421.2,180.1,0.06,1,0,1,0,Middleweight,"July 06, 2013"
1765,Peggy Morgan,1421.2,1421.2,180.1,0.06,1,0,1,0,Women's Bantamweight,"November 30, 2013"
1766,Dave Galera,1421.2,1421.2,180.1,0.06,1,0,1,0,Bantamweight,"January 04, 2014"
1767,Daniel Spohn,1421.2,1421.2,180.1,0.06,1,0,1,0,Heavyweight,"July 06, 2014"
1768,Tina Lahdemaki,1421.2,1421.2,180.1,0.06,1,0,1,0,Women's Strawweight,"July 16, 2014"
1769,Jianping Yang,1421.2,1421.2,180.1,0.06,1,0,1,0,Featherweight,"August 23, 2014"
1770,Rodolfo Rubio Perez,1421.2,1421.2,180.1,0.06,1,0,1,0,Featherweight,"November 08, 2014"
1771,Rocky Lee,1421.2,1421.2,180.1,0.06,1,0,1,0,Featherweight,"April 11, 2015"
1772,Abner Lloveras,1421.2,1421.2,180.1,0.06,1,0,1,0,Lightweight,"December 11, 2015"
1773,James Mulheron,1421.2,1421.2,180.1,0.06,1,0,1,0,Heavyweight,"July 16, 2017"
1774,Jay Cucciniello,1421.2,1421.2,180.1,0.06,1,0,1,0,Featherweight,"July 06, 2018"
1775,Alex Gorgees,1421.2,1421.2,180.1,0.06,1,0,1,0,Lightweight,"December 01, 2018"
1776,Cheyanne Buys,1421.2,1421.2,180.1,0.06,1,0,1,0,Women's Strawweight,"March 20, 2021"
1777,Steven Koslow,1421.2,1421.2,180.1,0.06,1,0,1,0,Bantamweight,"December 10, 2022"
1778,SeungGuk Choi,1421.2,1421.2,180.1,0.06,1,0,1,0,Flyweight,"February 04, 2023"
1779,Igor Severino,1421.2,1421.2,180.1,0.06,1,0,1,0,Flyweight,"March 23, 2024"
1780,Zygimantas Ramaska,1421.2,1421.2,180.1,0.06,1,0,1,0,Featherweight,"September 07, 2024"
1781,Baergeng Jieleyisi,1421.2,1421.2,180.1,0.06,1,0,1,0,Bantamweight,"November 23, 2024"
1782,Kiru Sahota,1421.2,1421.2,180.1,0.06,1,0,1,0,Flyweight,"November 23, 2024"
1783,Feng Xiaocan,1421.2,1421.2,180.1,0.06,1,0,1,0,Women's Strawweight,"November 23, 2024"
1784,Eric Nolan,1421.2,1421.2,180.1,0.06,1,0,1,0,Middleweight,"August 16, 2025"
1785,Elisha Ellison,1421.2,1421.2,180.1,0.06,1,0,1,0,Heavyweight,"September 27, 2025"
1786,Max Gimenis,1421.2,1421.2,180.1,0.06,1,0,1,0,Heavyweight,"November 08, 2025"
1787,Marek Bujlo,1421.2,1421.2,180.1,0.06,1,0,1,0,Heavyweight,"November 22, 2025"
1788,Allen Frye Jr.,1421.2,1421.2,180.1,0.06,1,0,1,0,Heavyweight,"December 13, 2025"
1789,Sebastian Szalay,1421.2,1421.2,180.1,0.06,1,0,1,0,Featherweight,"January 31, 2026"
1790,Sangwook Kim,1421.2,1421.2,180.1,0.06,1,0,1,0,Lightweight,"January 31, 2026"
1791,Wes Schultz,1421.2,1421.2,180.1,0.06,1,0,1,0,Middleweight,"February 28, 2026"
1792,James McSweeney,1421.0,1590.6,154.1,0.06,3,1,2,0,Heavyweight,"October 16, 2010"
1793,Raphael Pessoa,1421.0,1477.1,152.1,0.06,3,1,2,0,Heavyweight,"July 25, 2020"
1794,Felix Lee Mitchell,1420.9,1420.9,180.2,0.06,1,0,1,0,Other,"September 09, 1994"
1795,John Dowdy,1420.9,1420.9,180.2,0.06,1,0,1,0,Other,"April 07, 1995"
1796,Thomas Ramirez,1420.9,1420.9,180.2,0.06,1,0,1,0,Other,"February 16, 1996"
1797,Tony Halme,1420.9,1420.9,180.2,0.06,1,0,1,0,Heavyweight,"May 30, 1997"
1798,Frank Trigg,1420.9,1632.2,135.6,0.06,7,2,5,0,Welterweight,"February 06, 2010"
1799,Terrance McKinney,1420.8,1518.1,99.4,0.06,13,0,4,9,Lightweight,"March 28, 2026"
1800,Felipe Bunes,1420.8,1512.4,141.3,0.06,4,1,3,0,Flyweight,"February 28, 2026"
1801,Ovince Saint Preux,1420.6,1535.7,86.9,0.0599,28,0,13,15,Heavyweight,"October 05, 2024"
1802,Justin Edwards,1420.5,1541.7,128.4,0.06,7,2,5,0,Lightweight,"June 06, 2015"
1803,Nick Roehrick,1420.5,1420.5,178.0,0.06,1,0,1,0,Heavyweight,"July 07, 2017"
1804,Nadia Kassem,1420.5,1575.3,153.4,0.06,3,1,2,0,Women's Flyweight,"October 05, 2019"
1805,Elizabeth Phillips,1420.3,1450.3,147.5,0.06,4,1,3,0,Women's Bantamweight,"August 20, 2016"
1806,Max Rohskopf,1420.3,1420.3,177.9,0.06,1,0,1,0,Lightweight,"June 20, 2020"
1807,Luis Pajuelo,1420.2,1420.2,178.2,0.06,1,0,1,0,Featherweight,"March 23, 2024"
1808,Ray Wizard,1420.1,1420.1,179.2,0.06,1,0,1,0,Other,"March 11, 1994"
1809,Harold Howard,1420.1,1602.4,154.2,0.06,3,1,2,0,Other,"September 08, 1995"
1810,Rainy Martinez,1420.0,1420.0,178.8,0.06,1,0,1,0,Lightweight,"February 07, 1997"
1811,Tucker Lutz,1419.7,1583.0,143.1,0.06,4,1,3,0,Featherweight,"July 15, 2023"
1812,Clay Collard,1419.6,1509.0,141.5,0.06,4,1,3,0,Featherweight,"September 05, 2015"
1813,Kyle Stewart,1419.4,1489.0,162.1,0.06,2,0,1,1,Welterweight,"July 27, 2019"
1814,Austin Hubbard,1419.3,1519.4,107.8,0.06,12,4,7,1,Lightweight,"August 23, 2025"
1815,Liliya Shakirova,1419.2,1419.2,177.4,0.06,1,0,1,0,Women's Flyweight,"October 24, 2020"
1816,Yuri Villefort,1418.9,1421.2,164.3,0.06,2,0,1,1,Welterweight,"September 04, 2013"
1817,Jordan Espinosa,1418.8,1577.6,125.0,0.06,6,2,4,0,Flyweight,"March 06, 2021"
1818,Hugo Duarte,1418.7,1418.7,177.1,0.06,1,0,1,0,Heavyweight,"May 15, 1998"
1819,Frank Camacho,1418.7,1512.3,126.2,0.06,8,2,6,0,Lightweight,"May 14, 2022"
1820,Dean Barry,1418.7,1418.7,179.4,0.06,1,0,1,0,Welterweight,"April 23, 2022"
1821,Jamie Moyle,1418.6,1556.5,156.0,0.06,3,1,2,0,Women's Strawweight,"July 07, 2018"
1822,Milana Dudieva,1418.5,1557.1,156.3,0.06,3,1,2,0,Women's Bantamweight,"November 19, 2016"
1823,AJ Fletcher,1418.4,1447.1,144.9,0.06,4,1,3,0,Welterweight,"September 23, 2023"
1824,Cody Donovan,1418.3,1583.1,142.5,0.06,4,1,2,1,Heavyweight,"July 19, 2014"
1825,Mizuto Hirota,1418.2,1542.7,125.7,0.06,7,1,5,1,Lightweight,"December 01, 2018"
1826,Matt Hobar,1418.2,1466.3,151.1,0.06,3,1,2,0,Bantamweight,"December 06, 2014"
1827,Dakota Hope,1418.0,1418.0,179.3,0.06,1,0,1,0,Lightweight,"April 04, 2026"
1828,Elvis Mutapcic,1417.9,1493.3,149.3,0.06,3,0,1,2,Middleweight,"December 03, 2016"
1829,Kit Cope,1417.6,1417.6,179.1,0.06,1,0,1,0,Welterweight,"November 05, 2005"
1830,Chris Wilson,1417.5,1551.0,148.2,0.06,4,1,3,0,Welterweight,"September 16, 2009"
1831,Andre Soukhamthath,1417.4,1493.6,123.0,0.06,7,2,5,0,Bantamweight,"August 31, 2019"
1832,Bobby Hoffman,1417.0,1460.8,154.4,0.06,3,0,2,1,Heavyweight,"November 02, 2001"
1833,Matt Sayles,1417.0,1487.5,149.8,0.06,4,1,3,0,Lightweight,"December 18, 2021"
1834,Per Eklund,1416.9,1487.1,151.5,0.06,3,1,2,0,Lightweight,"February 21, 2009"
1835,Markus Perez,1416.9,1565.9,123.8,0.06,7,2,4,1,Middleweight,"January 20, 2021"
1836,Brendon Marotte,1416.9,1478.6,162.1,0.06,2,0,1,1,Featherweight,"September 07, 2024"
1837,Nick Serra,1416.7,1416.7,179.1,0.06,1,0,1,0,Welterweight,"June 22, 2002"
1838,Derrick Noble,1416.6,1416.6,179.2,0.06,1,0,1,0,Welterweight,"April 15, 2006"
1839,Stefan Sekulic,1416.6,1455.4,172.0,0.06,2,0,2,0,Welterweight,"April 24, 2021"
1840,James Irvin,1416.5,1550.5,118.9,0.06,10,4,6,0,Heavyweight,"August 01, 2010"
1841,Leonardo Mafra,1416.5,1469.8,148.5,0.06,4,1,3,0,Lightweight,"July 18, 2015"
1842,Maciej Jewtuszko,1416.4,1416.4,178.9,0.06,1,0,1,0,Lightweight,"February 26, 2011"
1843,Phil Baroni,1415.9,1642.2,131.8,0.06,10,3,7,0,Middleweight,"January 01, 2011"
1844,Glaico Franca Moreira,1415.9,1500.0,156.8,0.06,3,0,2,1,Lightweight,"September 24, 2016"
1845,Saparbeg Safarov,1415.9,1461.9,150.2,0.06,4,1,3,0,Middleweight,"March 07, 2020"
1846,Devin Powell,1415.8,1462.7,145.6,0.06,4,1,3,0,Lightweight,"November 17, 2018"
1847,Louis Gaudinot,1415.7,1511.0,138.9,0.06,5,1,3,1,Flyweight,"January 03, 2015"
1848,Carlos Barreto,1415.5,1415.5,177.4,0.06,1,0,1,0,Heavyweight,"October 17, 1997"
1849,Callan Potter,1415.5,1468.4,153.8,0.06,3,1,2,0,Welterweight,"February 22, 2020"
1850,Fabio Gurgel,1415.4,1415.4,178.5,0.06,1,0,1,0,Other,"September 20, 1996"
1851,Paul Rodriguez,1415.4,1415.4,179.8,0.06,1,0,1,0,Lightweight,"June 29, 2001"
1852,Bill Mahood,1415.4,1415.4,179.8,0.06,1,0,1,0,Heavyweight,"June 04, 2005"
1853,Aleksa Camur,1415.4,1595.7,148.2,0.06,4,1,3,0,Heavyweight,"August 05, 2023"
1854,Mike Wessel,1415.2,1415.2,177.6,0.06,1,0,1,0,Heavyweight,"December 27, 2008"
1855,Nick Agallar,1414.7,1414.7,177.7,0.06,1,0,1,0,Lightweight,"November 21, 2003"
1856,Christian Morecraft,1414.3,1520.3,142.3,0.06,4,1,3,0,Heavyweight,"January 20, 2012"
1857,Shanna Young,1414.2,1447.1,144.2,0.06,4,1,3,0,Women's Flyweight,"November 05, 2022"
1858,Kuniyoshi Hironaka,1414.1,1530.8,143.4,0.06,4,1,3,0,Welterweight,"April 19, 2008"
1859,Ricardo Romero,1414.0,1592.5,150.8,0.06,3,1,2,0,Heavyweight,"September 24, 2011"
1860,Khusein Askhabov,1413.6,1413.6,178.3,0.06,1,0,1,0,Featherweight,"February 18, 2023"
1861,Yoshinori Horie,1413.3,1413.3,177.8,0.06,1,0,1,0,Featherweight,"July 27, 2019"
1862,Matt Dwyer,1413.2,1495.1,142.4,0.06,4,1,3,0,Welterweight,"January 30, 2016"
1863,CJ Vergara,1413.2,1520.6,117.4,0.06,8,3,5,0,Flyweight,"March 29, 2025"
1864,Herbert Burns,1412.9,1693.0,136.0,0.06,6,2,4,0,Featherweight,"August 17, 2024"
1865,Alexandre Ferreira,1412.6,1412.6,177.7,0.06,1,0,1,0,Heavyweight,"November 13, 2010"
1866,Tor Troeng,1412.6,1602.4,140.8,0.06,4,1,3,0,Middleweight,"October 04, 2014"
1867,Aaron Phillips,1412.6,1422.7,164.3,0.06,4,0,4,0,Bantamweight,"April 15, 2023"
1868,Joe Riggs,1412.1,1601.6,122.1,0.06,12,5,6,1,Middleweight,"February 21, 2016"
1869,Braxton Smith,1412.1,1412.1,176.7,0.06,1,0,1,0,Heavyweight,"May 06, 2023"
1870,Kazula Vargas,1411.9,1449.8,149.0,0.06,4,1,3,0,Lightweight,"March 19, 2022"
1871,Carlos Mota,1411.6,1411.6,177.1,0.06,1,0,1,0,Flyweight,"October 29, 2022"
1872,Chris Fishgold,1411.5,1499.9,146.1,0.06,4,1,3,0,Featherweight,"July 15, 2020"
1873,Ihor Potieria,1411.5,1546.4,118.8,0.06,8,2,6,0,Middleweight,"January 11, 2025"
1874,Christophe Leninger,1411.4,1411.4,172.8,0.06,2,0,2,0,Lightweight,"May 30, 1997"
1875,Willamy Freire,1411.4,1411.4,178.4,0.06,1,0,1,0,Lightweight,"January 22, 2011"
1876,Sarah Alpar,1411.3,1411.3,164.2,0.06,2,0,1,1,Women's Flyweight,"September 18, 2021"
1877,Kyle Bochniak,1411.2,1510.8,124.2,0.06,7,2,5,0,Featherweight,"October 18, 2019"
1878,Phil Johns,1411.1,1411.1,178.1,0.06,1,0,1,0,Welterweight,"February 23, 2001"
1879,Andrew Holbrook,1411.1,1581.7,134.6,0.06,5,2,3,0,Lightweight,"September 02, 2017"
1880,Rob Kimmons,1411.0,1578.6,123.0,0.06,7,3,4,0,Middleweight,"March 03, 2011"
1881,Matt Lucas,1411.0,1411.0,179.8,0.06,1,0,1,0,Heavyweight,"November 12, 2011"
1882,Aleksandra Albu,1410.8,1598.5,152.4,0.06,4,2,2,0,Women's Strawweight,"October 26, 2019"
1883,Jason DeLucia,1410.4,1602.4,169.8,0.06,3,1,2,0,Middleweight,"November 19, 1999"
1884,Kyle Prepolec,1410.4,1448.2,154.9,0.06,4,0,4,0,Lightweight,"October 18, 2025"
1885,Roger Zapata,1410.2,1410.2,180.3,0.06,1,0,1,0,Welterweight,"September 26, 2015"
1886,Marcus Bossett,1410.0,1410.0,179.0,0.06,1,0,1,0,Other,"December 16, 1994"
1887,Lowell Anderson,1409.4,1409.4,180.1,0.06,1,0,1,0,Middleweight,"September 24, 1999"
1888,Satoshi Honma,1409.4,1409.4,178.1,0.06,1,0,1,0,Heavyweight,"April 14, 2000"
1889,Icho Larenas,1409.4,1409.4,180.1,0.06,1,0,1,0,Heavyweight,"March 04, 2006"
1890,Jared Rollins,1409.4,1409.4,180.1,0.06,1,0,1,0,Welterweight,"December 08, 2007"
1891,David Baron,1409.4,1409.4,180.1,0.06,1,0,1,0,Lightweight,"October 18, 2008"
1892,Darrill Schoonover,1409.4,1409.4,180.1,0.06,1,0,1,0,Heavyweight,"December 05, 2009"
1893,Vinicius Queiroz,1409.4,1409.4,180.1,0.06,1,0,1,0,Heavyweight,"October 16, 2010"
1894,Wagner Campos,1409.4,1409.4,180.1,0.06,1,0,1,0,Featherweight,"June 23, 2012"
1895,Gilbert Smith,1409.4,1409.4,180.1,0.06,1,0,1,0,Middleweight,"April 13, 2013"
1896,Humberto Brown Morrison,1409.4,1409.4,180.1,0.06,1,0,1,0,Featherweight,"November 15, 2014"
1897,Bentley Syler,1409.4,1409.4,180.1,0.06,1,0,1,0,Flyweight,"March 21, 2015"
1898,Bruno Rodrigues,1409.4,1409.4,180.1,0.06,1,0,1,0,Bantamweight,"November 07, 2015"
1899,Joe Son,1409.1,1409.1,178.8,0.06,1,0,1,0,Other,"December 16, 1994"
1900,Reza Nasri,1409.1,1409.1,178.9,0.06,1,0,1,0,Other,"September 20, 1996"
1901,Teemu Packalen,1409.1,1511.6,155.2,0.06,4,1,3,0,Lightweight,"September 07, 2019"
1902,Philip Rowe,1409.0,1409.0,179.5,0.06,1,0,1,0,Welterweight,"February 13, 2021"
1903,Johnny Munoz,1408.6,1495.3,127.8,0.06,6,2,4,0,Bantamweight,"October 07, 2023"
1904,Yuri Vaulin,1408.5,1408.5,179.6,0.06,1,0,1,0,Lightweight,"July 27, 1997"
1905,David Abbott,1408.1,1684.6,110.1,0.06,18,8,10,0,Heavyweight,"November 21, 2003"
1906,Chris Cope,1407.9,1578.8,151.5,0.06,3,1,2,0,Welterweight,"February 04, 2012"
1907,John Yannis,1407.8,1407.8,179.4,0.06,1,0,1,0,Featherweight,"August 02, 2025"
1908,Duane Ludwig,1407.7,1636.5,119.8,0.06,9,4,5,0,Welterweight,"September 29, 2012"
1909,Joshua Weems,1407.5,1407.5,179.5,0.06,1,0,1,0,Bantamweight,"October 29, 2022"
1910,Hans Stringer,1407.4,1566.2,149.3,0.06,3,1,2,0,Heavyweight,"July 18, 2015"
1911,Joachim Christensen,1407.4,1521.7,144.7,0.06,4,1,3,0,Heavyweight,"June 25, 2017"
1912,Pete Sell,1407.2,1603.0,130.5,0.06,7,2,5,0,Welterweight,"March 07, 2009"
1913,Matt Wiman,1407.1,1726.1,115.5,0.06,18,10,7,1,Lightweight,"December 05, 2020"
1914,Jake Collier,1407.0,1489.8,102.7,0.06,14,5,9,0,Heavyweight,"September 23, 2023"
1915,Kai Asakura,1406.8,1471.0,166.7,0.06,2,0,2,0,Flyweight,"August 16, 2025"
1916,Junior Albini,1406.7,1627.5,133.9,0.06,5,1,4,0,Heavyweight,"June 29, 2019"
1917,Erick Gonzalez,1406.5,1456.6,151.9,0.06,3,0,2,1,Lightweight,"February 25, 2023"
1918,Kazuki Tokudome,1406.4,1578.5,143.0,0.06,4,1,3,0,Lightweight,"September 20, 2014"
1919,Domingo Pilarte,1406.2,1421.8,157.4,0.06,3,0,2,1,Bantamweight,"August 21, 2021"
1920,Randy Costa,1406.1,1532.0,126.6,0.06,6,2,4,0,Bantamweight,"October 01, 2022"
1921,Derrick Krantz,1406.0,1459.8,168.7,0.06,2,0,2,0,Welterweight,"August 31, 2019"
1922,Jose Johnson,1406.0,1496.7,142.4,0.06,4,1,3,0,Flyweight,"January 11, 2025"
1923,Brendson Ribeiro,1406.0,1487.2,124.9,0.06,7,2,5,0,Heavyweight,"April 04, 2026"
1924,Brian Cobb,1405.7,1405.7,177.3,0.06,1,0,1,0,Lightweight,"February 21, 2009"
1925,Josh Sampo,1405.7,1598.5,142.5,0.06,4,1,3,0,Flyweight,"May 23, 2015"
1926,Maheshate,1405.7,1585.5,125.5,0.06,6,2,4,0,Lightweight,"August 23, 2025"
1927,Yanis Ghemmouri,1405.7,1443.6,167.2,0.06,2,0,2,0,Bantamweight,"June 29, 2024"
1928,Charlie Brenneman,1405.5,1655.5,110.8,0.06,11,4,7,0,Lightweight,"November 08, 2014"
1929,Nick Sanzo,1405.4,1405.4,178.1,0.06,1,0,1,0,Lightweight,"February 07, 1997"
1930,Brandon Davis,1405.4,1488.7,122.8,0.06,9,2,7,0,Bantamweight,"October 15, 2022"
1931,Vanessa Melo,1405.2,1420.1,143.0,0.06,4,1,3,0,Women's Bantamweight,"January 16, 2021"
1932,Jorge Santiago,1405.1,1589.7,147.3,0.06,6,1,5,0,Welterweight,"February 16, 2013"
1933,Julian Marquez,1404.7,1620.8,124.4,0.06,8,3,5,0,Middleweight,"March 01, 2025"
1934,Brogan Walker,1404.7,1421.2,161.7,0.06,3,0,3,0,Women's Flyweight,"October 04, 2025"
1935,Reese Andy,1404.6,1446.4,166.9,0.06,2,0,2,0,Heavyweight,"December 27, 2008"
